Category,Sub-Category,Sub-Sub-Category,Product Name,Brand,Supplier Name,Product Short Description,Product Long Description,Size,Colour,Image URL,Unit of Measure,Stock Status,Unit Price,Pack Size,Minimum THC Content (%),Maximum THC Content (%),THC Content Per Unit,THC Content Per Volume,Minimum CBD Content (%),Maximum CBD Content (%),CBD Content Per Unit,CBD Content Per Volume,Dried Flower Cannabis Equivalency,Plant Type,Terpenes,GrowingMethod,Number of Items in a Retail Pack,GTIN,OCS Item Number,OCS Variant Number,Physical Dimension Width,Physical Dimension Height,Physical Dimension Depth,Physical Dimension Volume,Physical Dimension Weight,Eaches Per Inner Pack,Eaches Per Master Case,Inventory Status,Storage Criteria,Food Allergens,Ingredients,Street Name,Grow Medium,Grow Method,Grow Region,Drying Method,Trimming Method,Extraction Process,Carrier Oil,Heating Element Type,Battery Type,Rechargeable Battery,Removable Battery,Replacement Parts Available,Temperature Control,Temperature Display,Compatibility,THC Min,THC Max,CBD Min,CBD Max,Net Weight,Craft
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Gelato Mint Pre-Roll,Tribal,Cannara Biotech (Quebec) Inc.,Gelato Mint smells like a fresh mint dessert with strong pepper notes and earthy pine undertones. ,"Gelato Mint is an indica-dominant strain of cannabis that produces elevated levels of THC and Terpenes. As the name suggests, Gelato Mint smells like a fresh mint dessert with strong pepper notes and earthy pine undertones. Expect overpowering smell the moment the pre-roll pack is opened. Gelato Mint has become a sought after genetic largely due to its mint flavours that are noticeably present from inhale to exhale. Tribal Gelato Mint pre-rolls are produced with nothing but hang dried, slow cured, whole buds which have been consistently ground, and wrapped in premium RAW Classic cones. Enjoy five pre-rolls packaged in our improved airtight, eco-friendly aluminum tubes. ",5x0.5g,,https://cdn.ocs.ca/img/103213/00628124825028_00_compress_103213.jpg,EA,YES,18.55,24,21,27,0,0,0,1,0,0,2.5,Indica Dominant,,Indoor,0,00628124825028,103213,103213_5x0.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,210.000000,270.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Something About Larry Pre-Roll,Liiv,Phoena Inc.,"Machine rolled with industry leading precision to deliver a smooth, consistent burn. Provides multi-layered flavour experience.","Something About Larry is a rare cross of SFV Kush x Lemon Larry Hybrid (high-THC Cali genetic). These hybrid Kush pre-rolls are designed for the OG, Chem, and Sour aficionados with a high-THC punch. A lemon-pledge fuel funk sativa-leaning hybrid with piney and Kush back notes, this strain boasts rock solid rounded buds with a white frost and light green appearance.",1x1g,,https://cdn.ocs.ca/img/103214/00841464002151_00_compress_103214.jpg,EA,NO,6.14,12,21,27,0,0,0,2,0,0,1,Sativa Dominant,,Hybrid-Greenhouse,0,00841464002151,103214,103214_1x1g___,0,0,0,,0,,12,,,,,-,Rockwool,Hybrid-Greenhouse,Niagara,Rack and Tray,Hand Trimmed,,,,,,,,,,,210.000000,270.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Peanut Butter Rockstar Pre-Roll,Real J,CANWE GROWERS INC.,Made from whole flower – never any shake. Each Real J is filled in unbleached hemp cones and finished with a hand twist.,"Peanut Butter Rockstar is a hybrid cross of Peanut Butter OG, Rockstar and Mendo Breath combining to deliver a rich, earthy and nutty profile. Real J pre-rolls are made from whole flower only – never any shake. Our flower is hang dried, slow cured, then coarse ground to maintain its full body flavour. Each Real J is filled in unbleached hemp cones and finished with a hand twist.",1x1g,,https://cdn.ocs.ca/img/103215/00628233340245_00_compress_103215.jpg,EA,NO,6.6,12,20,26,0,0,0,1,0,0,1,Indica Dominant,,Indoor,0,00628233340245,103215,103215_1x1g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Wedding Poop Pre-Roll,Castle Rock Farms Inc.,Castle Rock Farms Inc.,Wedding Poop is an indica-dominant hybrid that features a rich and flavorful flavour profile with undertones of vanilla cake.,"This cultivar comes from Unicorn Poop x Wedding Cake. This variety grows big dense buds that are absolutely caked in trichomes. This is a very terpy variety which is no surprise as Unicorn Poop and Wedding Cake are very impressive cultivars. The most dominant terpenes are myrcene, caryophyllene, humulene and limonene. The aroma and flavour are quite similar as the buds smell strongly like vanilla cake. This is an indica-dominant hybrid. These plants are grown in a sea of green to maximize top bud production and to create a premium product. The plants are hand harvested, hang dried, hand trimmed and hand packaged to ensure the upmost quality.",3x0.5g,,https://cdn.ocs.ca/img/103216/00628678455146_00_compress_103216.jpg,EA,NO,9.92,48,23,29,0,0,0,2,0,0,1.5,Hybrid,,Indoor,0,00628678455146,103216,103216_3x0.5g___,0,0,0,,0,,48,,,,,-,Rockwool,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,230.000000,290.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Grower's Private Stash Pre-Roll,Stubbies by Delta 9,Delta 9 Bio-Tech Inc,"The next little thing in pre-rolls, Stubbies are personal sized pre-rolls filled with 0.25 grams of premium whole flower.","The next little thing in pre-rolls, Stubbies are personal sized pre-rolls filled with 0.25 grams of premium whole flower. No need to puff and pass. No need to save your roach. With Delta 9's Stubbies, there's enough for everyone. (Sharing is optional).",4x0.25g,,https://cdn.ocs.ca/img/103217/00689285002246_00_compress_103217.jpg,EA,NO,7.63,24,20,25,0,0,0,0.1,0,0,1,Hybrid,,Indoor,0,00689285002246,103217,103217_4x0.25g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Rack and Tray,Machine Trimmed,,,,,,,,,,,200.000000,250.000000  mg/g,0.000000,1.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Cake #9 Pre-Roll,J.R. Strain,DYCAR PHARMACEUTICALS LTD.,"A pure bud B.C. craft cannabis pre-roll, this indica leaning hybrid is coated in sandy trichomes certain to impress the most discerning customer.","J.R. Strain pre-rolls are created from pure bud craft grown in the Kootenay region of B.C. This indica leaning hybrid hails from Do-si-Dos and Mandarin Sunset. Coated in sandy trichomes these buds are certain to impress even the most discerning customer. A unique genetic with GSC roots, you can expect an essence of citrus and berry with creamy vanilla notes. Cake #9 is dominated by myrcene and supported by caryophyllene and linalool. This strain is sure to be a fan favourite keeping customers coming back for more.",3x0.5g,,https://cdn.ocs.ca/img/103218/00628011583659_00_compress_103218.jpg,EA,YES,11.91,12,20,29,0,0,0,1,0,0,1.5,Hybrid,,Indoor,0,00628011583659,103218,103218_3x0.5g___,0,0,0,,0,,12,,,,,-,Aeroponics,Indoor,-,Hang Dry,Machine Trimmed,,,,,,,,,,,200.000000,290.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Sour Kush Pre-Roll,Divvy,EMBLEM CANNABIS CORP.,"Pre-rolled into bats, enjoy the high-THC hybrid known to hit the nose with a combination of sour lemon and invigorating pine. ","Pre-rolled into bats, enjoy the high-THC hybrid known to hit the nose with a combination of sour lemon and invigorating pine. Its powerful flavour profile is just as tangy, balanced with hints of earth, wood and diesel. ",7x1g,,https://cdn.ocs.ca/img/103219/00882464005667_00_compress_103219.jpg,EA,YES,29.83,12,21,28,0,0,0,1,0,0,7,Hybrid,,Outdoor,0,00882464005667,103219,103219_7x1g___,0,0,0,,0,,12,,,,,-,Soil,Outdoor,-,Hang Dry,-,,,,,,,,,,,210.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Space Cake Pre-Roll,Color Cannabis,ENTOURAGE BRANDS CORP,"Space Cake indica pre-rolls are packed with gently milled flower, never trim or shake. Each pack contains two single session 0.35g pre-rolls.","Color Space Cake is an out of this world indica-dominant hybrid strain, a rare cross between legendary cultivars GSC and Snow Lotus. Expect a strong THC potency with notes of musk and creamy diesel cues. Color Space Cake Pre-Rolls are perfectly packed with gently milled flower, never trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. Color uses flower that’s been harvested with care, dried naturally, gently milled and then packed into the perfect single session sized pre-roll. Each unit comes with two pre-rolls, weighing 0.35g each.",2x0.35g,,https://cdn.ocs.ca/img/103220/00628242801997_00_compress_103220.jpg,EA,YES,5.94,24,20,26,0,0,0,2,0,0,0.7,Indica Dominant,,Hybrid-Greenhouse,0,00628242801997,103220,103220_2x0.35g___,0,0,0,,0,,24,,,,,-,Rockwool,Hybrid-Greenhouse,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Mango Haze Pre-Roll,Color Cannabis,ENTOURAGE BRANDS CORP,"Mango Haze Pre-Rolls are packed with gently milled flower, never trim or shake. Two balanced CBD/THC pre-rolls per pack with a fresh, mango flavour.","Color Mango Haze Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. A balanced CBD/THC cultivar that is rich in flavour, its bountiful terpenes of p-cymene, myrcene, pinene and beta-caryophyllene give this cultivar its signature mango scent. Mango Haze is a sativa-dominant hybrid that produces a mild THC potency potential with genetic cross between Northern Lights, Skunk and Haze. Our Color Cannabis Pre-Rolls use flower that have been harvested with care, dried naturally, gently milled and then packed into the perfect size pre-roll. Each pack comes with two single session sized pre-rolls.",2x0.35g,,https://cdn.ocs.ca/img/103221/00628242801249_00_compress_103221.jpg,EA,YES,5.94,24,4,8,0,0,6,12,0,0,0.7,Sativa Dominant,,Hybrid-Greenhouse,0,00628242801249,103221,103221_2x0.35g___,0,0,0,,0,,24,,,,,-,Rockwool,Hybrid-Greenhouse,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,40.000000,80.000000  mg/g,60.000000,120.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Panakeia Pure CBG Pre-Roll,Growtown,Fleurish Cannabis Inc,This strain was specifically developed for its CBG range of 10-16%.,"Hailing from a unique development program at the Polytechnic University of Valencia in Spain, this strain was specifically developed for its CBG range of 10-16%. This ground up flower shows as a lovely lighter green colour, with a light earthy, herbal smell with a gentle undercurrent of mint. These same flavours come out when burned as a subtle flavour, perfect on its own or when combined with your favourite other strains to allow the CBG to counteract the less desirable traits of THC. Like all of our pre-rolls and milled flower products, these pre-rolls are made with 100% flower and include no trim. Each pre-roll is made with carefully grown and tended flower, hung to dry, and milled in small batches to ensure a premium pre-roll experience.",3x0.5g,,https://cdn.ocs.ca/img/103222/00806383000534_00_compress_103222.jpg,EA,YES,10.95,12,0,0.3,0,0,0,0.3,0,0,1.5,Hybrid,,Outdoor,0,00806383000534,103222,103222_3x0.5g___,0,0,0,,0,,12,,,,,-,Soil,Outdoor,-,Hang Dry,Machine Trimmed,,,,,,,,,,,0.000000,3.000000  mg/g,0.000000,3.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Pine Kosher Kush Pre-Roll,UP,HEXO OPERATIONS INC.,,,3x0.5g,,https://cdn.ocs.ca/img/103227/00697238300370_a1c1_compress_103227.jpg,EA,YES,9.92,12,19,24,0,0,0,5,0,0,1.5,Indica Dominant,,Greenhouse,0,00697238300370,103227,103227_3x0.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Greenhouse,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,190.000000,240.000000  mg/g,0.000000,50.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Gas Tank Pre-Roll,Highland Grow,HIGHLAND GROW INC.,We decided to create something different for all the gas lovers out there and release the best and gassiest lots as limited drops.,"A different batch every time — We’ve been working with rare cuts like Pink Octane, El Jefe, Pink Mink, El Muerte, Pre98 Bubba, Cold Snap, Pink Coast and many more for the sole focus: GAS! These experimental limited drops are sure to please.",3x0.5g,,https://cdn.ocs.ca/img/103228/00672632001269_00_compress_103228.jpg,EA,YES,13.24,24,23,30,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00672632001269,103228,103228_3x0.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Rack and Tray,Machine Trimmed and Hand Groomed,,,,,,,,,,,230.000000,300.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Diamond Breath Pre-Roll,Highland Grow,HIGHLAND GROW INC.,"Diamond Breath is a well-balanced hybrid coated in a thick carpet of trichomes, glistening like a layer of diamonds on each dense bud.","Diamond breath is a well-balanced hybrid, taking qualities from both parents to create an effect that evolves slowly through the smoke with a complex aroma and taste. Expect an earthy flavour balanced by an almost spicy note of sour fruit, that is smooth and full bodied.",3x0.5g,,https://cdn.ocs.ca/img/103229/00672632001160_00_compress_103229.jpg,EA,YES,13.24,24,23,30,0,0,0,1,0,0,1.5,Hybrid,,Indoor,0,00672632001160,103229,103229_3x0.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Rack and Tray,Hand Trimmed,,,,,,,,,,,230.000000,300.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Sun County Kush Pre-Roll,HydRx,HydRx Farms ltd.,Premium pre-roll in a hemp wrapper with a reusable glass tip,Premium pre-roll in a hemp wrapper with a reusable glass tip,1x1g,,https://cdn.ocs.ca/img/103230/00628634343296_a1c1_en_compressed_103230.jpg,EA,NO,12.58,24,20,28,0,0,0,1,0,0,1,Sativa Dominant,,Indoor,0,00628634343296,103230,103230_1x1g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,Vancouver Island,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,HWY 8 Golden Pineapple Pre-Roll,Artisan Batch,INDIVA INC.,"HWY 8 Golden Pineapple is a cross between Golden Goat x Pineapple Kush, with high THC, more than 2.0% terpenes and a sweet, fruity smell and taste.","HWY 8 Golden Pineapple pre-rolls are high THC with more than 2.5% terpenes led by ocimene, limonene and farnesene. HWY 8’s team has over 45 years of experience growing cannabis with generations of skills and perspective to pull from. From an exceptional genetic library of over 200 cultivars and 3,000 seeds, HWY 8 aims to change the industry by focusing on high-quality, high-potency strains. Golden Pineapple is a cross between Golden Goat x Pineapple Kush and is grown in an indoor controlled environment to produce a clean, premium product. Each plant is grown in Pro Mix soil, then hang dried in rooms that are both temperature and humidity controlled. The plants are then hand trimmed to ensure the integrity of each bud is intact. Golden Pineapple has tight, light green buds with a hint of amber. They’re sticky and spongy to the touch with a sweet and fruity smell.",2x0.5g,,https://cdn.ocs.ca/img/103231/00800447001369_00_compress_103231.jpg,EA,YES,10.59,24,20,26,0,0,0,1,0,0,1,Hybrid,,Indoor,0,00800447001369,103231,103231_2x0.5g___,0,0,0,,0,,24,,,,,-,Soil,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Miracle Valley - Landslide Pre-Roll,BC Black,Joint Venture Craft Cannabis Inc.,A cross of Lava Cake x MAC . Expect a sweet flavour profile and an aroma similar to freshly baked goods.,"An exclusive, bred by LIT farms cross of Lava Cake x Mac brings its loud, obnoxiously pungent strain that is sure to please. Its deliciously sweet flavour profile puts out exceptionally smooth and cakey terpenes. Some users who smoke this strain say that the aroma is similar to freshly baked goods.",3x0.5g,,https://cdn.ocs.ca/img/103232/00836637008696_00_compress_103232.jpg,EA,NO,13.24,12,24,28,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00836637008696,103232,103232_3x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,240.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Orange Tingz Pre-Roll,Pistol and Paris,Joint Venture Craft Cannabis Inc.,This Indica-dominant hybrid is a cross between Slurricane and TMAC. Expect a flavour that leans sweet with subtle grape and berry undertones.,"This Indica-leaning hybrid is a cross between Slurricane and TMAC, bred by Mother Labs and grown by JBuds in Summerland. Expect the buds to be heavily frosted and dense to the touch while the flavour leans sweet with subtle grape and berry undertones. The dominant terpenes in this cultivar are Trans-Caryophyllene, Linalool, and Limonene. Grown in soil, hand-watered, hand-trimmed, hang dried with a 10-day cure.",3x0.5g,,https://cdn.ocs.ca/img/103233/00628176675619_00_compress_103233.jpg,EA,NO,13.24,12,23,28,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00628176675619,103233,103233_3x0.5g___,0,0,0,,0,,12,,,,,-,Soil Substitute,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,230.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Zombie Kush Pre-Roll,Royal Cannabis Supply Co.,Medz Cannabis Incorporated,Zombie Kush is an indica-dominant hybrid strain with a sweet and fruity berry pine flavour and a delicate earthy lavender pine aroma to match.,"Zombie Kush is an indica dominant hybrid strain created by crossing Sideral and Bubba Kush. It has a multi-dimensional flavour profile with hints of berry and pine, and an earthy lavender aroma to match. RC Supply Co. is the name of the farmgate storefront on site of Medz Cannabis Inc., a unique federally licensed, small batch cannabis production and processing facility in the Greater Toronto Area. RC Supply Co. brings this offering of indoor-grown craft cannabis that is free of pesticides, non-irradiated, was hand harvested and trimmed after a long cure time.",1x1g,,https://cdn.ocs.ca/img/103234/00835861000353_00_compress_103234.jpg,EA,YES,9.26,12,15,25,0,0,0,1,0,0,1,Indica Dominant,,Indoor,0,00835861000353,103234,103234_1x1g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,150.000000,250.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,BC Organic Orange Animal Pre-Roll,Simply Bare,Rubicon Organics Inc,"Cannabis pre-polls, BC Organic Orange Animal.","Our BC Organic Orange Animal is a FVOPA certified, indica dominant flower that is only available for a limited time. This potent flower is a cross of Orange Fanta and Animal Cookies cultivars. The aromas of orange and gas are complemented with earthy and spicy undertones. Grown in living soil, hang dried for 14 days, cold cured and non-irradiated. The pre-rolls are made from a single strain, whole bud, milled to perfection and rolled with 100% organic hemp papers and finished by hand.",2x0.5g,,https://cdn.ocs.ca/img/103247/00688318001836_00_compress_103247.jpg,EA,NO,13.24,24,22,28,0,0,0,1,0,0,1,Indica Dominant,,Hybrid-Greenhouse,0,00688318001836,103247,103247_2x0.5g___,0,0,0,,0,,24,,,,,-,Soil,Hybrid-Greenhouse,-,Hang Dry,Hand Trimmed,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Selects Pre-Roll,Simply Bare,Rubicon Organics Inc,"Cannabis pre-rolls, BC Organic Grower's Selection.","Simply Bare Organic with our Grower’s Selection pre-roll. Each season, our growers select one high potency cultivar for a single strain pre-roll. Each selection starts with our never irradiated, organic whole bud, milled to perfection, then rolled with 100% organic hemp papers and finished by hand.",1x1g,,https://cdn.ocs.ca/img/103248/00688318001843_00_compress_103248.jpg,EA,YES,10.59,24,23,29,0,0,0,1,0,0,1,Hybrid,,Hybrid-Greenhouse,0,00688318001843,103248,103248_1x1g___,0,0,0,,0,,24,,,,,,Living Soil,Hybrid-Greenhouse,-,Hang Dry,Hand Trimmed,,,,,,,,,,,230.000000,290.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Organic Comatose Pre-Roll,1964,Rubicon Organics Inc,"Cannabis pre-rolls, Organic Comatose.","Comatose is a heavy Kush. This indica-dominant flower is reported to be a cross of OG Kush and another unknown indica. Comatose has dense, resinous flowers which produce high levels of THC and earthy, citrusy fragrances. The pre-rolls are made from a single strain, whole bud, milled to perfection, rolled with 100% organic hemp papers and finished by hand.",5x0.7g,,https://cdn.ocs.ca/img/103249/00688318001805_00_compress_103249.jpg,EA,YES,27.84,12,24,32,0,0,0,1,0,0,3.5,Indica Dominant,,Hybrid-Greenhouse,0,00688318001805,103249,103249_5x0.7g___,0,0,0,,0,,12,,,,,-,Soil,Hybrid-Greenhouse,-,Hang Dry,Hand Trimmed,,,,,,,,,,,240.000000,320.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Variety Pre-Roll (6-pack),Station House,Sensi Brands Ltd.,"This mixed 6 x 0.5 pre-roll multipack features a combination of Pink Kush and Blue Dream. Packed with a humidity device for extended freshness. 
","No long haul is complete without a Station House variety pack riding shotgun. This unique mixed 6 x 0.5 pre-roll multipack gives you 2 classic strains that everyone will love. Featuring a 3 pack of Blue Dream, and a 6 pack of Pink Kush! Always packed with a humidity device for extended freshness.",6x0.5g,,https://cdn.ocs.ca/img/103250/00676338002247_00_compress_103250.jpg,EA,NO,17.59,12,18,22,0,0,0.01,1,0,0,3,Hybrid,,Indoor,0,00676338002247,103250,103250_6x0.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,180.000000,220.000000  mg/g,0.100000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Banana Cream Pre-Roll,Potluck,Sensi Brands Ltd.,"This strain emits strong notes of orange and spearmint, and expresses tight lime green buds.",The beauty of a good potluck is you get to try many dishes and flavours. Now you can get a little taste of all our strains in a sampler pack. Experience the benefits of a boutique craft strain with all the terpene rich cannabis taste in a sampler offering. Packed with a humidity pack for extra freshness.,4x0.5g,,https://cdn.ocs.ca/img/103251/00676338002001_00_compress_103251.jpg,EA,NO,13.24,12,16,22,0,0,0.01,1,0,0,2,Hybrid,,Indoor,0,00676338002001,103251,103251_4x0.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,160.000000,220.000000  mg/g,0.100000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Animal Sorbet Pre-Roll,Sitka Micro Collection,Sitka Weed Works Inc.,Animal Sorbet is an indica dominant hybrid strain produced by crossing Animal Cookies with Sunset Sherbet. It has hints of spice and sour citrus,"Everything micro producer Quadessence touches turns into a delectable treat, and Animal Sorbet is no different. The curing is perfected, creating a nose that will blow your mind and make you want to keep the tube open all day long. The aromas have a sweetness with gas and cream on the nose, plus a hint of spicy, sour citrus. Flavours include nutty cookies with a floral undertone. Each pre-roll cone is carefully packed and visually checked to ensure a consistent smoking experience.",3x0.5g,,https://cdn.ocs.ca/img/103252/00628176379456_00_compress_103252.jpg,EA,NO,13.9,24,22,28,0,0,0,2,0,0,1.5,Indica Dominant,,Indoor,0,00628176379456,103252,103252_3x0.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Machine Trimmed,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Romulan Pre-Roll,Palmetto,SUNDIAL GROWERS INC.,Romulan is an out of this world (maybe even out of this galaxy) indica.,Romulan is an indica strain with potent THC levels and a slight pine needle scent. Palmetto is cannabis grown in the heartland of Alberta.,10x0.5g,,https://cdn.ocs.ca/img/103253/00827885008422_00_compress_103253.jpg,EA,YES,32.49,12,20,26,0,0,0.01,1,0,0,5,Indica Dominant,,Indoor,0,00827885008422,103253,103253_10x0.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Rack and Tray,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.100000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,G-13 Nepali Pre-Roll,Haven St. Premium Cannabis,TerrAscend Corp.,"G-13 Nepali is a potent indica hybrid known for its woody, earthy aroma and classic Kush flavour with sour and spicy undertones.","G-13 Nepali is a potent indica hybrid known for its woody, earthy aroma and classic Kush flavour highlighted by sour and spicy undertones, always at a consistent high THC profile. As an offspring of Nepali OG and G-13 Hashplant, its lineage has a mysterious background that is rumoured to have stemmed from a government research program in the 1960s or 1970s. These pre-rolls are evenly milled.",7x0.5g,,https://cdn.ocs.ca/img/103254/00627965002834_00_compress_103254.jpg,EA,YES,26.52,12,20,26,0,0,0.0001,2,0,0,3.5,Indica Dominant,,Indoor,0,00627965002834,103254,103254_7x0.5g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Sour OG Cheese Pre-Roll,State Flower,TerrAscend Corp.,We are committed to using all flower for our single strain pre-rolls. BC grown Sour OG Cheese is evenly milled.,"BC grown Sour OG Cheese is dank in all the right ways. A craft cultivar that combines the best traits from Kosher Kush, Citral Skunk and Colin OG. The upfront sour notes are followed closely by earthy, gassy and floral undertones. A similar funk carries through the flavour of the thick, smooth smoke. Grown in BC by a micro producer with decades of experience, every plant receives exceptional care, along with a hang dry, thorough hand trim and a three-week cure to achieve an exceptional end product. We are committed to using all flower with no trim for our single strain pre-rolls. The flower is evenly milled.",3x0.5g,,https://cdn.ocs.ca/img/103255/00627965002896_00_compress_103255.jpg,EA,YES,15.23,12,20,26,0,0,0.001,2,0,0,1.5,Sativa Dominant,,Indoor,0,00627965002896,103255,103255_3x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.010000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,BC Spiced Grape Dogwalkers Pre-Roll,Flowr,THE FLOWR GROUP OKANAGAN INC.,"BC Spiced Grape boasts extremely dense, light green buds with fiery orange and yellow pistils, sprinkled with trichomes that glisten like copper.","BC Spiced Grape boasts extremely dense, light green buds with fiery orange and yellow pistils, sprinkled with trichomes that glisten like copper. This Zktlz and Atom Splitter cross features an interesting aroma that balances a fruity sweetness with a little bit of spice and a touch of diesel. BC Spiced Grape is an indica-leaning hybrid and has grapefruit flavours with a gas finish.",7x0.35g,,https://cdn.ocs.ca/img/103256/00690395002170_00_compress_103256.jpg,EA,YES,19.88,12,21,27,0,0,0,2,0,0,2.45,Hybrid,,Indoor,0,00690395002170,103256,103256_7x0.35g___,0,0,0,,0,,12,,,,,-,Rockwool,Indoor,-,Rack and Tray,-,,,,,,,,,,,210.000000,270.000000  mg/g,0.000000,20.000000  mg/g,,NO
