SKU,Product_Name,Brand_Name,BC_INDIGENOUS_PRODUCT,SubCategory,Class,Origin_Country,Origin_Region,Origin_SubRegion,SU_Qty_In_Each_Case,SU_CODE,SU_CODE_TYPE,CASE_CODE,CASE_CODE_TYPE,SU_product_net_size,SU_product_net_size_uom,SU_volume_equivalency,SU_volume_equivalency_UOM,CASE_WEIGHT,CASE_WEIGHT_UOM,Strain,Species,PER_ACTIVATION_CBD_MAX,PER_ACTIVATION_CBD_MIN,PER_ACTIVATION_CBD_UOM,PER_ACTIVATION_THC_MAX,PER_ACTIVATION_THC_MIN,PER_ACTIVATION_THC_UOM,PER_DISCRETE_UNIT_CBD_MAX,PER_DISCRETE_UNIT_CBD_MIN,PER_DISCRETE_UNIT_CBD_UOM,PER_DISCRETE_UNIT_THC_MAX,PER_DISCRETE_UNIT_THC_MIN,PER_DISCRETE_UNIT_THC_UOM,PER_RETAIL_UNIT_CBD_MAX,PER_RETAIL_UNIT_CBD_MIN,PER_RETAIL_UNIT_CBD_UOM,PER_RETAIL_UNIT_THC_MAX,PER_RETAIL_UNIT_THC_MIN,PER_RETAIL_UNIT_THC_UOM,Extraction_Process,Packaging_Material,Consumption_Method,Harvesting_Method,Growing_Method,Terpene_1_Type,Terpene_2_Type,Terpene_3_Type,Number_of_consumer_items,Consumer_item_size,Consumer_item_size_uom,Ecomm_Short_Description,Ecomm_Long_Description
1001775,WHITE SHARK,Redecan,N,Flower,Sativa,Canada,Ontario,Fenwick,24,00628242240123,GTIN,30628242240124,GTIN,3.5,GRAM,3.5,GRAM,1.18,KILOGRAM,WHITE SHARK,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,MYRCENE,,1,3.5,GRAM,"Sativa-dominant hybrid with an herbal, citrusy terpene profile.","Known as a potent sativa-dominant hybrid strain with moderate-to-high THC content. White Shark offers a leading myrcene terpene profile. A deep earthy and musky flavour with a hint of fruit, this strain is a cross between Super Skunk, Brazilian and South Indian strains."
1001783,WHITE SHARK,Redecan,N,Flower,Sativa,Canada,Ontario,Fenwick,12,00628242240130,GTIN,30628242240131,GTIN,7,GRAM,7,GRAM,780,GRAM,WHITE SHARK,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,MYRCENE,,1,7,GRAM,"Sativa-dominant hybrid with an herbal, citrusy terpene profile.","Known as a potent sativa-dominant hybrid strain with moderate-to-high THC content. White Shark offers a leading myrcene terpene profile. A deep earthy and musky flavour with a hint of fruit, this strain is a cross between Super Skunk, Brazilian and South Indian strains."
1001791,WHITE SHARK,Redecan,N,Flower,Sativa,Canada,Ontario,Fenwick,12,00628242240147,GTIN,30628242240148,GTIN,15,GRAM,15,GRAM,960,GRAM,WHITE SHARK,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,MYRCENE,,1,15,GRAM,"Sativa-dominant hybrid with an herbal, citrusy terpene profile.","Known as a potent sativa-dominant hybrid strain with moderate-to-high THC content. White Shark offers a leading myrcene terpene profile. A deep earthy and musky flavour with a hint of fruit, this strain is a cross between Super Skunk, Brazilian and South Indian strains."
1001809,WAPPA,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,24,00628242240222,GTIN,30628242240223,GTIN,3.5,GRAM,3.5,GRAM,1170,GRAM,WAPPA,INDICA,,,,,,,,,,,,,10,0,mg/g,260,180,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LINALOOL,CARYOPHYLLENE,1,3.5,GRAM,Indica-dominant with a peppery and citrus-forward taste profile.,"A dense, tightly packed bud that is often associated with indicas, Wappa sets itself apart with large, solid flowers that taper from a broad base to a sharply pointed tip. This bud has a strong yet sweet aroma that verges on skunkiness, which also comes through in the caryophyllene-forward taste profile."
1001817,WAPPA,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,12,00628242240239,GTIN,30628242240230,GTIN,7,GRAM,7,GRAM,802,GRAM,WAPPA,INDICA,,,,,,,,,,,,,10,0,mg/g,260,180,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LINALOOL,CARYOPHYLLENE,1,7,GRAM,Indica-dominant with a peppery and citrus-forward taste profile.,"A dense, tightly packed bud that is often associated with indicas, Wappa sets itself apart with large, solid flowers that taper from a broad base to a sharply pointed tip. This bud has a strong yet sweet aroma that verges on skunkiness, which also comes through in the caryophyllene-forward taste profile."
1001825,WAPPA,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,12,00628242240246,GTIN,30628242240247,GTIN,15,GRAM,15,GRAM,900,GRAM,WAPPA,INDICA,,,,,,,,,,,,,10,0,mg/g,260,180,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LINALOOL,CARYOPHYLLENE,1,15,GRAM,Indica-dominant with a peppery and citrus-forward taste profile.,"A dense, tightly packed bud that is often associated with indicas, Wappa sets itself apart with large, solid flowers that taper from a broad base to a sharply pointed tip. This bud has a strong yet sweet aroma that verges on skunkiness, which also comes through in the caryophyllene-forward taste profile."
1001833,WHITE WIDOW,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242240321,GTIN,30628242240322,GTIN,3.5,GRAM,3.5,GRAM,1.318,KILOGRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,LINALOOL,CARYOPHYLLENE,,1,3.5,GRAM,"Bright and fresh citrus flavour with an earthy, floral aroma.","Developed by The Netherlands Green House Seeds in the 1990s, White Widow plants are chunky, conical, and tapered; the structures of the flowers are more like sativa than indica, with a loose and fluffy texture that can be broken up somewhat easily, despite its stickiness. It holds a fairly balanced 60/40 sativa/indica ratio and its limonene terpene gives White Widow a citrusy and peppery scent, accompanied by a slight lemony aftertaste. A cross between Brazilian and South Indian strains."
1001841,WHITE WIDOW,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240338,GTIN,30628242240339,GTIN,7,GRAM,7,GRAM,624,GRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,LINALOOL,CARYOPHYLLENE,,1,7,GRAM,"Bright and fresh citrus flavour with an earthy, floral aroma.","Developed by The Netherlands Green House Seeds in the 1990s, White Widow plants are chunky, conical, and tapered; the structures of the flowers are more like sativa than indica, with a loose and fluffy texture that can be broken up somewhat easily, despite its stickiness. It holds a fairly balanced 60/40 sativa/indica ratio and its limonene terpene gives White Widow a citrusy and peppery scent, accompanied by a slight lemony aftertaste. A cross between Brazilian and South Indian strains."
1001858,WHITE WIDOW,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240345,GTIN,30628242240346,GTIN,15,GRAM,15,GRAM,1.06,KILOGRAM,WHITE WIDOW,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,LINALOOL,CARYOPHYLLENE,,1,15,GRAM,"Bright and fresh citrus flavour with an earthy, floral aroma.","Developed by The Netherlands Green House Seeds in the 1990s, White Widow plants are chunky, conical, and tapered; the structures of the flowers are more sativa than indica, with a loose and fluffy texture that can be broken up somewhat easily, despite its legendary stickiness. It holds a fairly balanced 60/40 sativa/indica ratio and its limonene terpenes give White Widow a citrusy and peppery scent, accompanied by a slight lemony aftertaste. A cross between Brazilian and South Indian strains."
1001866,GOD BUD,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240437,GTIN,30628242240438,GTIN,7,GRAM,7,GRAM,0.864,KILOGRAM,GOD BUD,INDICA,,,,,,,,,,,,,10,0,mg/g,230,170,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,LIMONENE,CARYOPHYLLENE,1,7,GRAM,Indica-dominant hybrid with a tropical flavour of citrus and earth.,"BC Bud Depot originally created God Bud by mixing an almost pure sativa called Hawaiian with a purple indica strain called Purple Skunk. The resin-coated bud features  herbal, musky flavours combined with tropical fruit and undertones of berry, lavender, and pine. The aromas can be described as tropical, earthy, and citrusy."
1001874,GOD BUD,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240444,GTIN,30628242240445,GTIN,15,GRAM,15,GRAM,1100,GRAM,GOD BUD,INDICA,,,,,,,,,,,,,10,0,mg/g,230,170,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,LIMONENE,CARYOPHYLLENE,1,15,GRAM,Indica-dominant hybrid with a tropical flavour of citrus and earth.,"BC Bud Depot originally created God Bud by mixing an almost pure sativa called Hawaiian with a purple indica strain called Purple Skunk. The resin-coated bud features  herbal, musky flavours combined with tropical fruit and undertones of berry, lavender, and pine. The aromas can be described as tropical, earthy, and citrusy."
1001882,SHISHKABERRY,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242241021,GTIN,30628242241022,GTIN,3.5,GRAM,3.5,GRAM,1200,GRAM,SHISHKABERRY,INDICA,,,,,,,,,,,,,0.1,0,mg/g,170,140,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,PINENE,,1,3.5,GRAM,Fruity indica-dominant hybrid with a berry-forward aroma.,"Shishkaberry is an indica-dominant hybrid and its lineage is attributed to a cross between DJ Short Blueberry with an Afghani strain called The Red. The buds are dense spade-shaped dark olive green with minty green leaves and undertones that are specked with furry dark amber hairs and frosty with thick white trichomes. Shishkaberry tastes of fresh-picked, earthy berries that sweetens upon exhale with a fruity/berry aroma to match. It has a moderately high THC level."
1001890,SHISHKABERRY,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242241038,GTIN,30628242241039,GTIN,7,GRAM,7,GRAM,800,GRAM,SHISHKABERRY,INDICA,,,,,,,,,,,,,0.1,0,mg/g,170,140,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,CARYOPHYLLENE,,1,7,GRAM,Fruity indica-dominant hybrid with a berry-forward aroma.,"Shishkaberry is an indica-dominant hybrid and its lineage is attributed to a cross between DJ Short Blueberry with an Afghani strain called The Red. The buds are dense spade-shaped dark olive green with minty green leaves and undertones that are specked with furry dark amber hairs and frosty with thick white trichomes. Shishkaberry tastes of fresh-picked, earthy berries that sweetens upon exhale with a fruity/berry aroma to match. It has a moderately high THC level."
1001908,SHISHKABERRY,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242241045,GTIN,30628242241046,GTIN,15,GRAM,15,GRAM,998,GRAM,SHISHKABERRY,INDICA,,,,,,,,,,,,,0.1,0,mg/g,170,140,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,CARYOPHYLLENE,,1,15,GRAM,Fruity indica-dominant hybrid with a berry-forward aroma.,"Shishkaberry is an indica-dominant hybrid and its lineage is attributed to a cross between DJ Short Blueberry with an Afghani strain called The Red. The buds are dense spade-shaped dark olive green with minty green leaves and undertones that are specked with furry dark amber hairs and frosty with thick white trichomes. Shishkaberry tastes of fresh-picked, earthy berries that sweetens upon exhale with a fruity/berry aroma to match. It has a moderately high THC level."
1001916,SENSI STAR,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242241229,GTIN,30628242241220,GTIN,3.5,GRAM,3.5,GRAM,1.308,KILOGRAM,SENSI STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,MYRCENE,,1,3.5,GRAM,Earthy with a pungent aroma of hops and pine.,"An indica-dominant variety strain with a unique, pungent aroma with sweet notes. The plant has a short and stocky growth habit that results in an appealing, dense bud structure. Its aroma has a hint of sweetness combined with earthy and citrusy notes."
1001924,SENSI STAR,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242241236,GTIN,30628242241237,GTIN,7,GRAM,7,GRAM,0.864,KILOGRAM,SENSI STAR,SATIVA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,MYRCENE,,1,7,GRAM,Earthy with a pungent aroma of hops and pine.,"An indica-dominant variety strain with a unique, pungent aroma with sweet notes. The plant has a short and stocky growth habit that results in an appealing, dense bud structure. Its aroma has a hint of sweetness combined with earthy and citrusy notes."
1001932,SENSI STAR,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242241243,GTIN,30628242241244,GTIN,15,GRAM,15,GRAM,792,GRAM,SENSI STAR,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,MYRCENE,,1,15,GRAM,Earthy with a pungent aroma of hops and pine.,"An indica-dominant variety strain with a unique, pungent aroma with sweet notes. The plant has a short and stocky growth habit that results in an appealing, dense bud structure. Its aroma has a hint of sweetness combined with earthy and citrusy notes."
1001940,GOD BUD,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242240420,GTIN,30628242240421,GTIN,3.5,GRAM,3.5,GRAM,1.318,KILOGRAM,GOD BUD,INDICA,,,,,,,,,,,,,10,0,mg/g,230,170,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,Hybrid strain with a tropical flavour of citrus and earth.,"BC Bud Depot originally created God Bud by mixing an almost pure sativa called Hawaiian with a purple indica strain called Puprle Skunk. The resin-coated bud features herbal, musky flavours combined with tropical fruit and undertones of berry, lavender, and pine. The aromas can be described as tropical, earthy, and citrusy."
1001957,CHARLEES ANGEL,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240543,GTIN,30628242240544,GTIN,15,GRAM,15,GRAM,792,GRAM,SOUR DIESEL HYBRID,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,BISABOLOL,LIMONENE,,1,15,GRAM,High-THC strain (Sour Diesel hybrid) with notes of citrus and diesel.,"High-THC, indica-dominant hybrid from Sour Diesel lineage. Flowers are blanketed in white trichomes and feature a strong citrus aroma with notes of diesel."
1001965,BLACK CHERRY PUNCH,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,24,00628242240628,GTIN,30628242240629,GTIN,3.5,GRAM,3.5,GRAM,1200,GRAM,,INDICA,,,,,,,,,,,,,20,10,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,3.5,GRAM,High-THC hybrid with a cherry aroma.,"Redecan Black Cherry Punch is a high-THC, indica-dominant hybrid, known for its bold cherry, yet light skunky flavour profile. The signature aroma comes from a diverse collection of terpenes that create aromas such as fruit, wood, spice, and pine, thanks to genetics from the classic strains Black Cherry Pie and Purple Punch. It has a terpene profile of limonene, myrcene, and beta-caryophyllene."
1001973,BLACK CHERRY PUNCH,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,12,00628242240635,GTIN,30628242240636,GTIN,7,GRAM,7,GRAM,800,GRAM,,INDICA,,,,,,,,,,,,,20,10,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,7,GRAM,High-THC hybrid with a cherry aroma.,"Redecan Black Cherry Punch is a high-THC, indica-dominant hybrid, known for its bold cherry, yet light skunky flavour profile. The signature aroma comes from a diverse collection of terpenes that create aromas such as fruit, wood, spice, and pine, thanks to genetics from the classic strains Black Cherry Pie and Purple Punch. It has a terpene profile of limonene, myrcene, and beta-caryophyllene."
1001981,CHEESQUAKE,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240642,GTIN,10628242240649,GTIN,15,GRAM,15,GRAM,1.14,KILOGRAM,CHEESQUAKE,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,HUMULENE,LIMONENE,,1,15,GRAM,Sativa-dominant hybrid with a sweet and sour taste.,"Cheesequake is an indica hybrid cross between the pungent Cheese strain and the fruity indica Querkle. Cheesequakes flowers are small to medium in size and hold together in the dense, popcorn-like bud structure typical of indicas. This strain comes through on the nose with a sour, tangy funk combined with clashing floral, berry, and grape notes underneath. This pungent aroma and slight tea flavour are commonly associated with cheese hybrids."
1001999,COLD CREEK KUSH,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242240826,GTIN,30628242240827,GTIN,3.5,GRAM,3.5,GRAM,1.322,KILOGRAM,COLD CREEK KUSH,SATIVA,,,,,,,,,,,,,0.7,0,mg/g,240,192,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,NEROLIDOL,CARYOPHYLLENE,1,3.5,GRAM,Musky aroma coupled with a herbal taste profile.,"Cold Creek Kush is a hybrid that crosses the powerful MK Ultra with fellow Colorado native Chemdawg 91. The plant has a recognizable dank smell, much like a forest after a rainfall. Its taste profile is strongly herbal and almost overpowering. On the exhale its flavours turn earthy and woody, with a pleasant shock of fresh and sour pine. Cold Creek Kush grows into a tall plant with dense branches covered in thick buds and trichomes."
1002005,COLD CREEK KUSH,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240833,GTIN,30628242240834,GTIN,7,GRAM,7,GRAM,0.862,KILOGRAM,COLD CREEK KUSH,SATIVA,,,,,,,,,,,,,0.7,0,mg/g,240,180,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,PINENE,NEROLIDOL,CARYOPHYLLENE,1,7,GRAM,Musky aroma coupled with a herbal taste profile.,"Cold Creek Kush is a hybrid that crosses the powerful MK Ultra with fellow Colorado native Chemdawg 91. The plant has a recognizable dank smell, much like a forest after a rainfall. Its taste profile is strongly herbal and almost overpowering. On the exhale its flavours turn earthy and woody, with a pleasant shock of fresh and sour pine. Cold Creek Kush grows into a tall plant with dense branches covered in thick buds and trichomes."
1002013,COLD CREEK KUSH,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240840,GTIN,30628242240841,GTIN,15,GRAM,15,GRAM,1.08,KILOGRAM,COLD CREEK KUSH,SATIVA,,,,,,,,,,,,,0.7,0,mg/g,240,180,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,LINALOOL,,1,15,GRAM,Musky aroma coupled with a herbal taste profile.,"Cold Creek Kush is a hybrid that crosses the powerful MK Ultra with fellow Colorado native Chemdawg 91. The plant has a recognizable dank smell, much like a forest after a rainfall. Its taste profile is strongly herbal and almost overpowering. On the exhale its flavours turn earthy and woody, with a pleasant shock of fresh and sour pine. Cold Creek Kush grows into a tall plant with dense branches covered in thick buds and trichomes."
1002021,CHARLEES ANGEL,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242240529,GTIN,30628242240520,GTIN,3.5,GRAM,3.5,GRAM,1.318,KILOGRAM,SOUR DIESEL HYBRID,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,INHALE,HAND,GREENHOUSE,BISABOLOL,LIMONENE,,1,3.5,GRAM,High-THC strain (Sour Diesel hybrid) with notes of citrus and diesel.,"High-THC, indica-dominant hybrid from Sour Diesel lineage. Flowers are blanketed in white trichomes and feature a strong citrus aroma with notes of diesel."
1002039,CHARLEES ANGEL,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240536,GTIN,30628242240537,GTIN,7,GRAM,7,GRAM,860,GRAM,SOUR DIESEL HYBRID,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,BISABOLOL,LIMONENE,,1,7,GRAM,High-THC strain (Sour Diesel hybrid) with notes of citrus and diesel.,"High-THC, indica-dominant hybrid from Sour Diesel lineage. Flowers are blanketed in white trichomes and feature a strong citrus aroma with notes of diesel."
1002047,CBD SHARK SHOCK,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,24,00628242240727,GTIN,30628242240728,GTIN,3.5,GRAM,3.5,GRAM,1314,GRAM,CBD SHARK SHOCK,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,INHALE,HAND,GREENHOUSE,LIMONENE,PINENE,,1,3.5,GRAM,Densely compacted flowers with a fruity and herbal taste.,"CBD Shark Shock is the result of a pairing between White Widow and Skunk #1. Compact and resinous buds possess an intense aroma of dank, fruity sweetness combined with an unmistakable skunk aroma. This product features the crisp flavour of green apples, sour citrus, and sweet apricot, with a subtle hint of eucalyptus to finish."
1002054,CBD SHARK SHOCK,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,12,00628242240734,GTIN,30628242240735,GTIN,7,GRAM,7,GRAM,0.856,KILOGRAM,CBD SHARK SHOCK,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,LIMONENE,PINENE,,1,7,GRAM,Densely compacted flowers with a fruity and herbal taste.,"CBD Shark Shock is the result of a pairing between White Widow and Skunk #1. Compact and resinous buds possess an intense aroma of dank, fruity sweetness combined with an unmistakable skunk aroma. This product features the crisp flavour of green apples, sour citrus, and sweet apricot, with a subtle hint of eucalyptus to finish."
1002062,CBD SHARK SHOCK,Redecan,N,Flower,Indica,Canada,Ontario,Fenwick,12,00628242240741,GTIN,30628242240742,GTIN,15,GRAM,15,GRAM,1.054,KILOGRAM,CBD SHARK SHOCK,INDICA,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,LIMONENE,PINENE,,1,15,GRAM,Densely compacted flowers with a fruity and herbal taste.,"CBD Shark Shock is the result of a pairing between White Widow and Skunk #1. Compact and resinous buds possess an intense aroma of dank, fruity sweetness combined with an unmistakable skunk aroma. This product features the crisp flavour of green apples, sour citrus, and sweet apricot, with a subtle hint of eucalyptus to finish."
1002070,B.E.C.,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,24,00628242240925,GTIN,30628242240926,GTIN,3.5,GRAM,3.5,GRAM,1.308,KILOGRAM,B.E.C.,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,3.5,GRAM,"Pungent, herbaceous, citrusy strain with balanced THC and CBD.","A hybrid created through a cross of Purple Erkle and Bubba Kush strains, Bubba Erkles myrcene-forward aroma is very pungent, with OG influences of pine and lemon topped with sweet berry flavour. This hard-to-find flower has dark fluffy popcorn-shaped buds with dark red hairs, purple undertones, and a heavy blanket of lavender crystal trichomes."
1002088,B.E.C.,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240932,GTIN,30628242240933,GTIN,7,GRAM,7,GRAM,0.856,KILOGRAM,B.E.C.,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,7,GRAM,"Pungent, herbaceous, citrusy strain with balanced THC and CBD.","A hybrid created through a cross of Purple Erkle and Bubba Kush strains, Bubba Erkles myrcene-forward aroma is very pungent, with OG influences of pine and lemon topped with sweet berry flavour. This hard-to-find flower has dark fluffy popcorn-shaped buds with dark red hairs, purple undertones, and a heavy blanket of lavender crystal trichomes."
1002096,B.E.C.,Redecan,N,Flower,Hybrid,Canada,Ontario,Fenwick,12,00628242240949,GTIN,30628242240940,GTIN,15,GRAM,15,GRAM,1.054,KILOGRAM,B.E.C.,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,15,GRAM,"Pungent, herbaceous, citrusy strain with balanced THC and CBD.","A hybrid created through a cross of Purple Erkle and Bubba Kush strains, Bubba Erkles myrcene-forward aroma is very pungent, with OG influences of pine and lemon topped with sweet berry flavour. This hard-to-find flower has dark fluffy popcorn-shaped buds with dark red hairs, purple undertones, and a heavy blanket of lavender crystal trichomes."
1002104,BANANA SPLIT,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,48,00629108001148,GTIN,70629108001017,GTIN,1,GRAM,1,GRAM,2240,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,10,0,mg/g,180,80,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LINALOOL,1,1,GRAM,Sativa-dominant hybrid with fruity aroma and flavour.,Banana Split is a cross between OG Kush and Banana. The buds are a dusty green with clear hairs and a fine layer of trichomes. Banana Split has the sweet flavour of bananas along with a strong fruit scent to match. This strain contains a strong myrcene terpene profile.
1002112,BANANA SPLIT,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108002145,GTIN,50629108002010,GTIN,3.5,GRAM,3.5,GRAM,1580,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,10,0,mg/g,180,80,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LINALOOL,1,3.5,GRAM,Sativa-dominant hybrid with fruity aroma and flavour.,Banana Split is a cross between OG Kush and Banana. The buds are a dusty green with clear hairs and a fine layer of trichomes. Banana Split has the sweet flavour of bananas along with a strong fruit scent to match. This strain contains a strong myrcene terpene profile.
1002120,BANANA SPLIT,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108003142,GTIN,50629108003017,GTIN,7,GRAM,7,GRAM,1666,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,10,0,mg/g,180,80,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,LINALOOL,1,7,GRAM,Sativa-dominant hybrid with fruity aroma and flavour.,Banana Split is a cross between OG Kush and Banana. The buds are a dusty green with clear hairs and a fine layer of trichomes. Banana Split has the sweet flavour of bananas along with a strong fruit scent to match. This strain contains a strong myrcene terpene profile.
1002138,NANAS,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,48,00629108005146,GTIN,70629108005015,GTIN,1,GRAM,1,GRAM,2240,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,,,,,,,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,1,GRAM,"Fruity, citrus flavour profile.","Sativa-dominant hybrid strain reminiscent of ripe, sour, tropical fruit."
1002146,NANAS,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108006143,GTIN,50629108006018,GTIN,3.5,GRAM,3.5,GRAM,1580,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,3.5,GRAM,"Fruity, citrus flavour profile.","Sativa-dominant hybrid strain reminiscent of ripe, sour, tropical fruit."
1002153,NANAS,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108007140,GTIN,50629108007015,GTIN,7,GRAM,7,GRAM,1666,GRAM,BANANA SPLIT,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,CARYOPHYLLENE,MYRCENE,,1,7,GRAM,"Fruity, citrus flavour profile.","Sativa-dominant hybrid strain reminiscent of ripe, sour, tropical fruit."
1002161,THC SATIVA PRE-ROLL,ACES,N,Pre-roll,Sativa,Canada,Alberta,Edmonton,48,00629108009144,GTIN,70629108009013,GTIN,1,GRAM,1,GRAM,1320,GRAM,,SATIVA,,,,,,,,,,,,,10,1,mg/g,220,120,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,PINENE,TERPINEOL,MYRCENE,2,0.5,GRAM,Convenient pre-rolls made using high-quality milled sativa flower.,"Handmade using finely milled flower wrapped in rolling paper, the two pre-rolls in this pack are made from curated flower from sativa strains. A cross between Blue Dream and Chocolope."
